"Site","Sampling.Date","Luminex.Date","Species","Age","Sex","Repro.Status","Weight","Forearm","EBOV","MARV","logEBOV","logMARV","logEBOVrs","logMARVrs","BodyCondition","ReproSex","Year"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","F",NA,150,NA,9.75,11,2.27726728500976,2.39789527279837,-0.0256129493563888,0.0528306057348028,NA,"Sexually immature","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,250,NA,6.25,7.5,1.83258146374831,2.01490302054226,-0.0946081798112045,-0.0107067646937292,NA,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,250,NA,11.75,8,2.46385324059017,2.07944154167984,0.00333679536086797,0,NA,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","F",NA,NA,NA,5.75,9.5,1.74919985480926,2.2512917986065,-0.107545253694342,0.0285094890778263,NA,"Sexually immature","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,250,NA,11.25,4,2.42036812865043,1.38629436111989,-0.00341013736373486,-0.114991227402897,NA,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,250,NA,11.25,6.5,2.42036812865043,1.87180217690159,-0.00341013736373486,-0.0344468044921137,NA,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","F",NA,230,NA,9.5,9.25,2.2512917986065,2.22462355152433,-0.0296431760577596,0.0240852995973409,NA,NA,"2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","F",NA,260,NA,10,8,2.30258509299405,2.07944154167984,-0.0216847647528598,0,NA,NA,"2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,230,115,6.5,7.25,1.87180217690159,1.98100146886658,-0.0885228898981225,-0.0163309396848185,2,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","M",NA,175,105,11.25,11,2.42036812865043,2.39789527279837,-0.00341013736373486,0.0528306057348028,1.66666666666667,"Sexually immature","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","F",NA,175,115,9,8,2.19722457733622,2.07944154167984,-0.0380319759997325,0,1.52173913043478,"Sexually immature","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,240,120,8.5,5,2.14006616349627,1.6094379124341,-0.0469003899377618,-0.0779723206363233,2,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Juvenile",NA,"Sexually immature",145,102,7.75,6.5,2.04769284336526,1.87180217690159,-0.061232572808438,-0.0344468044921137,1.42156862745098,"Sexually immature","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Juvenile",NA,"Sexually immature",150,NA,9.5,9.5,2.2512917986065,2.2512917986065,-0.0296431760577596,0.0285094890778263,NA,"Sexually immature","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","F",NA,180,99,10,7.25,2.30258509299405,1.98100146886658,-0.0216847647528598,-0.0163309396848185,1.81818181818182,"Sexually immature","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,260,124,5.5,8.75,1.70474809223843,2.16905370036952,-0.114442167101649,0.0148664128008513,2.09677419354839,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","F",NA,160,100,4.5,7.5,1.50407739677627,2.01490302054226,-0.145577229694075,-0.0107067646937292,1.6,"Sexually immature","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","F",NA,160,108,5,7.5,1.6094379124341,2.01490302054226,-0.129230018447202,-0.0107067646937292,1.48148148148148,"Sexually immature","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,300,124,4.75,9,1.55814461804655,2.19722457733622,-0.137188429752102,0.0195398844822907,2.41935483870968,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","F",NA,210,119,6.5,9,1.87180217690159,2.19722457733622,-0.0885228898981225,0.0195398844822907,1.76470588235294,NA,"2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Juvenile","M",NA,175,106,13.5,6.75,2.60268968544438,1.90954250488444,0.0248779645420011,-0.0281857869780128,1.65094339622642,"Sexually immature","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,275,123,7,10,1.94591014905531,2.30258509299405,-0.0770246671691389,0.0370189067665743,2.23577235772358,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,215,120,7.5,8,2.01490302054226,2.07944154167984,-0.0663200779054685,0,1.79166666666667,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","F",NA,215,119,10.25,6.75,2.32727770558442,1.90954250488444,-0.0178535823432851,-0.0281857869780128,1.80672268907563,NA,"2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,255,122,8.25,9.25,2.11021320034659,2.22462355152433,-0.0515322265599158,0.0240852995973409,2.09016393442623,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Juvenile","F",NA,160,106,8,6.75,2.07944154167984,1.90954250488444,-0.0563066033888576,-0.0281857869780128,1.50943396226415,"Sexually immature","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,285,123,10,7.25,2.30258509299405,1.98100146886658,-0.0216847647528598,-0.0163309396848185,2.31707317073171,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,NA,120,8.75,8.75,2.16905370036952,2.16905370036952,-0.0424028285331411,0.0148664128008513,NA,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,250,116,10.5,11.75,2.35137525716348,2.46385324059017,-0.0141147266274052,0.063772852758375,2.1551724137931,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,190,122,7.75,7,2.04769284336526,1.94591014905531,-0.061232572808438,-0.0221524939657229,1.55737704918033,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","M",NA,210,115,9,8.5,2.19722457733622,2.14006616349627,-0.0380319759997325,0.0100574594675213,1.82608695652174,"Sexually immature","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","F",NA,160,106,7.5,9.25,2.01490302054226,2.22462355152433,-0.0663200779054685,0.0240852995973409,1.50943396226415,"Sexually immature","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","F",NA,260,126,8.5,13,2.14006616349627,2.56494935746154,-0.0469003899377618,0.0805444229107838,2.06349206349206,NA,"2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,220,125,9.75,6,2.27726728500976,1.79175946922805,-0.0256129493563888,-0.0477256714603034,1.76,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","M",NA,245,118,12.75,10,2.54553127160443,2.30258509299405,0.0160095506039718,0.0370189067665743,2.07627118644068,"Sexually immature","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","F",NA,200,113,8.5,7.5,2.14006616349627,2.01490302054226,-0.0469003899377618,-0.0107067646937292,1.76991150442478,NA,"2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,265,118,10.75,9,2.37490575457367,2.19722457733622,-0.0104638522034638,0.0195398844822907,2.24576271186441,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,NA,117,6.5,8.5,1.87180217690159,2.14006616349627,-0.0885228898981225,0.0100574594675213,NA,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,245,115,6.5,5.25,1.87180217690159,1.65822807660353,-0.0885228898981225,-0.0698781654260264,2.1304347826087,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum",NA,NA,NA,155,106,8.5,8.25,2.14006616349627,2.11021320034659,-0.0469003899377618,0.00510493427449929,1.4622641509434,NA,"2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,285,118,5.75,6.5,1.74919985480926,1.87180217690159,-0.107545253694342,-0.0344468044921137,2.41525423728814,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","F",NA,245,124,9.75,9.5,2.27726728500976,2.2512917986065,-0.0256129493563888,0.0285094890778263,1.9758064516129,NA,"2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","M",NA,245,105,4,5.5,1.38629436111989,1.70474809223843,-0.1638518570832,-0.0621606216680947,2.33333333333333,"Sexually immature","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,270,124,9.5,8,2.2512917986065,2.07944154167984,-0.0296431760577596,0,2.17741935483871,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","M",NA,145,104,8.75,5,2.16905370036952,1.6094379124341,-0.0424028285331411,-0.0779723206363233,1.39423076923077,"Sexually immature","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,270,124,8.5,5.25,2.14006616349627,1.65822807660353,-0.0469003899377618,-0.0698781654260264,2.17741935483871,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,285,128,10,8.25,2.30258509299405,2.11021320034659,-0.0216847647528598,0.00510493427449929,2.2265625,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","M",NA,145,111,16.25,7,2.78809290877575,1.94591014905531,0.0536442024322175,-0.0221524939657229,1.30630630630631,"Sexually immature","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","M",NA,280,110,7.75,8.25,2.04769284336526,2.11021320034659,-0.061232572808438,0.00510493427449929,2.54545454545455,"Sexually immature","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","F",NA,245,125.4,9.25,10.75,2.22462355152433,2.37490575457367,-0.0337808880451583,0.0490167073417893,1.95374800637959,"Sexually immature","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,270,123.5,51.5,4.75,3.94158180766969,1.55814461804655,0.232613777357046,-0.0864817383250712,2.18623481781377,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,275,119,9.5,6.75,2.2512917986065,1.90954250488444,-0.0296431760577596,-0.0281857869780128,2.3109243697479,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,260,119,4.5,6.75,1.50407739677627,1.90954250488444,-0.145577229694075,-0.0281857869780128,2.18487394957983,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","F",NA,145,106.5,8,8.5,2.07944154167984,2.14006616349627,-0.0563066033888576,0.0100574594675213,1.36150234741784,"Sexually immature","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Juvenile","F",NA,145,108,14.25,14.25,2.65675690671466,2.65675690671466,0.033266764483974,0.0957750450204204,1.34259259259259,"Sexually immature","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,220,114,8,5.5,2.07944154167984,1.70474809223843,-0.0563066033888576,-0.0621606216680947,1.92982456140351,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","F",NA,220,118,9,6.25,2.19722457733622,1.83258146374831,-0.0380319759997325,-0.040953413869749,1.86440677966102,NA,"2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Juvenile","F",NA,70,104,11,8.25,2.39789527279837,2.11021320034659,-0.00689691340730705,0.00510493427449929,0.673076923076923,"Sexually immature","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","F",NA,145,104,8.5,6.5,2.14006616349627,1.87180217690159,-0.0469003899377618,-0.0344468044921137,1.39423076923077,"Sexually immature","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,295,124,8,4,2.07944154167984,1.38629436111989,-0.0563066033888576,-0.114991227402897,2.37903225806452,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,255,124,8,7,2.07944154167984,1.94591014905531,-0.0563066033888576,-0.0221524939657229,2.05645161290323,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","F",NA,195,119,8,11,2.07944154167984,2.39789527279837,-0.0563066033888576,0.0528306057348028,1.63865546218487,NA,"2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,230,116,7,7.25,1.94591014905531,1.98100146886658,-0.0770246671691389,-0.0163309396848185,1.98275862068966,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,200,115,8.75,9.5,2.16905370036952,2.2512917986065,-0.0424028285331411,0.0285094890778263,1.73913043478261,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,225,121,7,5.5,1.94591014905531,1.70474809223843,-0.0770246671691389,-0.0621606216680947,1.8595041322314,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","M",NA,170,103,9.5,9,2.2512917986065,2.19722457733622,-0.0296431760577596,0.0195398844822907,1.6504854368932,"Sexually immature","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","F",NA,245,124,7.5,6.5,2.01490302054226,1.87180217690159,-0.0663200779054685,-0.0344468044921137,1.9758064516129,NA,"2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,270,117.4,8,6,2.07944154167984,1.79175946922805,-0.0563066033888576,-0.0477256714603034,2.29982964224872,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,245,118.4,10.5,6.75,2.35137525716348,1.90954250488444,-0.0141147266274052,-0.0281857869780128,2.06925675675676,"M","2012"
"37 Hospital","2012-10-18 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,250,NA,10,7,2.30258509299405,1.94591014905531,-0.0216847647528598,-0.0221524939657229,NA,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","F",NA,220,120,8.75,6.5,2.16905370036952,1.87180217690159,-0.0424028285331411,-0.0344468044921137,1.83333333333333,"Sexually immature","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,225,118,8.5,8,2.14006616349627,2.07944154167984,-0.0469003899377618,0,1.90677966101695,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,245,122,7,6.5,1.94591014905531,1.87180217690159,-0.0770246671691389,-0.0344468044921137,2.00819672131148,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,220,116,5.5,7,1.70474809223843,1.94591014905531,-0.114442167101649,-0.0221524939657229,1.89655172413793,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,220,123,6.75,6.5,1.90954250488444,1.87180217690159,-0.0826672891523412,-0.0344468044921137,1.78861788617886,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","F",NA,225,120,9.75,5.5,2.27726728500976,1.70474809223843,-0.0256129493563888,-0.0621606216680947,1.875,NA,"2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","M",NA,165,111,7.25,6.25,1.98100146886658,1.83258146374831,-0.0715800732972808,-0.040953413869749,1.48648648648649,"Sexually immature","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,220,121,8.75,9,2.16905370036952,2.19722457733622,-0.0424028285331411,0.0195398844822907,1.81818181818182,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,300,124,11.25,8.5,2.42036812865043,2.14006616349627,-0.00341013736373486,0.0100574594675213,2.41935483870968,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","F",NA,125,105,8,7.75,2.07944154167984,2.04769284336526,-0.0563066033888576,-0.00526702248819456,1.19047619047619,"Sexually immature","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,245,114,7.5,8.5,2.01490302054226,2.14006616349627,-0.0663200779054685,0.0100574594675213,2.14912280701754,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,270,120,12,6.5,2.484906649788,1.87180217690159,0.00660333715287611,-0.0344468044921137,2.25,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","M",NA,210,123,7,3.5,1.94591014905531,1.25276296849537,-0.0770246671691389,-0.13714372136862,1.70731707317073,"Sexually immature","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,245,125,5.5,5.25,1.70474809223843,1.65822807660353,-0.114442167101649,-0.0698781654260264,1.96,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Subadult","M",NA,230,130,10.5,6.75,2.35137525716348,1.90954250488444,-0.0141147266274052,-0.0281857869780128,1.76923076923077,"Sexually immature","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,225,121,5.25,4.5,1.65822807660353,1.50407739677627,-0.121659980321748,-0.0954513429206068,1.8595041322314,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,245,120,7.5,6.5,2.01490302054226,1.87180217690159,-0.0663200779054685,-0.0344468044921137,2.04166666666667,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,265,113,6.5,7,1.87180217690159,1.94591014905531,-0.0885228898981225,-0.0221524939657229,2.34513274336283,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,210,121,6.5,6.5,1.87180217690159,1.87180217690159,-0.0885228898981225,-0.0344468044921137,1.73553719008264,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,270,122,6.75,8.25,1.90954250488444,2.11021320034659,-0.0826672891523412,0.00510493427449929,2.21311475409836,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,275,123.4,7.5,8,2.01490302054226,2.07944154167984,-0.0663200779054685,0,2.22852512155592,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00","Eidolon helvum","Adult","M",NA,295,130,8,5.5,2.07944154167984,1.70474809223843,-0.0563066033888576,-0.0621606216680947,2.26923076923077,"M","2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00",NA,NA,NA,NA,NA,NA,7.25,8.75,1.98100146886658,2.16905370036952,-0.0715800732972808,0.0148664128008513,NA,NA,"2012"
"37 Hospital","2012-10-19 00:00:00","2015-08-13 00:00:00",NA,NA,NA,NA,NA,NA,9.5,6.75,2.2512917986065,1.90954250488444,-0.0296431760577596,-0.0281857869780128,NA,NA,"2012"
"37 Hospital","2013-02-18 00:00:00","2013-11-27 00:00:00","Eidolon helvum","Adult","M",NA,220,119,31.75,7,3.4578927253387,1.94591014905531,0.201046871543289,-0.054728650100863,1.84873949579832,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-27 00:00:00","Eidolon helvum","Subadult","M",NA,230,113.7,8.75,14.25,2.16905370036952,2.65675690671466,0.00964121071822739,0.0575071305327651,2.02286719437115,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-27 00:00:00","Eidolon helvum","Subadult","M",NA,110,112,13.25,14.5,2.58399755243223,2.67414864942653,0.0712645792465497,0.0602531173418958,0.982142857142857,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-27 00:00:00","Eidolon helvum","Adult","M",NA,220,124,383.25,9.75,5.94868751775192,2.27726728500976,0.57095514867113,-0.00241058517104803,1.7741935483871,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-12-04 00:00:00","Eidolon helvum","Subadult","M",NA,185,109.8,10,7.25,2.30258509299405,1.98100146886658,0.0294719761986556,-0.0491880724305775,1.68488160291439,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,210,117.5,13.5,10.5,2.60268968544438,2.35137525716348,0.0740405504905198,0.00929034195034159,1.78723404255319,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,225,125.7,7.25,10.5,1.98100146886658,2.35137525716348,-0.0182864520411373,0.00929034195034159,1.78997613365155,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","F","Pregnant",280,116.5,15,9.75,2.70805020110221,2.27726728500976,0.0896876551588765,-0.00241058517104803,2.40343347639485,"Pregnant/Lactating","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Subadult","F",NA,150,109.5,8.75,12.5,2.16905370036952,2.52572864430826,0.00964121071822739,0.0368190438842809,1.36986301369863,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,210,118.5,6.75,14,1.90954250488444,2.63905732961526,-0.0288988326083721,0.0547125396716103,1.77215189873418,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,250,118.2,7,8.5,1.94591014905531,2.14006616349627,-0.0234978687716793,-0.0240733061597182,2.11505922165821,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Subadult","M",NA,180,108.4,11,9.5,2.39789527279837,2.2512917986065,0.0436265041073977,-0.00651186151843944,1.66051660516605,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Subadult","M",NA,175,110.5,9,9.75,2.19722457733622,2.27726728500976,0.0138248715302989,-0.00241058517104803,1.58371040723982,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,275,117.8,16.5,12,2.80336038090653,2.484906649788,0.103842183067619,0.0303736484841683,2.33446519524618,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,240,118.3,6.5,8.5,1.87180217690159,2.14006616349627,-0.0345036539067373,-0.0240733061597182,2.02874049027895,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,260,125.5,7.75,7,2.04769284336526,1.94591014905531,-0.00838210684367929,-0.054728650100863,2.07171314741036,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-27 00:00:00","Eidolon helvum","Adult","M",NA,200,115.4,16.5,13.5,2.80336038090653,2.60268968544438,0.103842183067619,0.0489704428141041,1.73310225303293,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Subadult","F",NA,205,115.3,19,13,2.94443897916644,2.56494935746154,0.124793785094766,0.0430116125502206,1.77797051170859,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,275,119.6,8.75,10,2.16905370036952,2.30258509299405,0.00964121071822739,0.00158685015862231,2.29933110367893,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,200,114.6,34.75,13,3.5481795720108,2.56494935746154,0.214455383557811,0.0430116125502206,1.74520069808028,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-27 00:00:00","Eidolon helvum","Adult","M",NA,255,115.2,16.25,5.75,2.78809290877575,1.74919985480926,0.101574808682061,-0.0857872899490267,2.21354166666667,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Subadult","F",NA,190,115.2,11,11.25,2.39789527279837,2.42036812865043,0.0436265041073977,0.0201836444885582,1.64930555555556,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Subadult","F",NA,180,109.9,9.25,4.75,2.22462355152433,1.55814461804655,0.0178938969545797,-0.115953051290913,1.63785259326661,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Subadult","F",NA,210,116.7,11,10.25,2.39789527279837,2.32727770558442,0.0436265041073977,0.0054855732238996,1.79948586118252,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","F","Pregnant",310,110.7,50,11.25,3.91202300542815,2.42036812865043,0.268489821886346,0.0201836444885582,2.8003613369467,"Pregnant/Lactating","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,240,121.9,13.75,8.5,2.62103882411258,2.14006616349627,0.0767655835973043,-0.0240733061597182,1.96882690730107,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,230,109.2,17,9.75,2.83321334405622,2.27726728500976,0.108275650730027,-0.00241058517104803,2.10622710622711,"M","2013"
