"Site","Sampling.Date","Luminex.Date","Species","Age","Sex","Repro.Status","Weight","Forearm","EBOV","MARV","logEBOV","logMARV","logEBOVrs","logMARVrs","BodyCondition","ReproSex","Year"
"37 Hospital","2016-04-20 00:00:00","2016-08-04 00:00:00","Epomophorus gambianus","Subadult","M",NA,105,86.3,10,7.5,2.30258509299405,2.01490302054226,-0.0104683298747855,-0.13186242797232,1.21668597914253,"Sexually immature","2016"
"37 Hospital","2016-04-20 00:00:00","2016-08-04 00:00:00","Epomophorus gambianus","Subadult","F",NA,70,72.5,17.75,9,2.87638551592142,2.19722457733622,0.112645256884953,-0.0933441276080226,0.96551724137931,"Sexually immature","2016"
"37 Hospital","2016-04-20 00:00:00","2016-08-04 00:00:00","Epomophorus gambianus","Subadult","M",NA,95,80.2,12,6.5,2.484906649788,1.87180217690159,0.0286502554444936,-0.162094734972446,1.18453865336658,"Sexually immature","2016"
"37 Hospital","2016-04-20 00:00:00","2016-08-04 00:00:00","Epomophorus gambianus","Subadult","M",NA,110,85.5,8,11.5,2.07944154167984,2.4423470353692,-0.0583456089197245,-0.0415581477679115,1.28654970760234,"Sexually immature","2016"
"37 Hospital","2016-04-20 00:00:00","2016-08-04 00:00:00","Epomophorus gambianus","Adult","M",NA,100,87.7,9.75,7,2.27726728500976,1.94591014905531,-0.0159004732216626,-0.146438258684061,1.14025085518814,"M","2016"
"37 Hospital","2016-04-20 00:00:00","2016-08-04 00:00:00","Epomophorus gambianus","Subadult","F",NA,80,76.7,8.75,10.5,2.16905370036952,2.35137525716348,-0.039118585319279,-0.0607773686829812,1.04302477183833,"Sexually immature","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Adult","F","Pregnant",NA,NA,21,15.75,3.04452243772342,2.75684036527164,0.0407273513071746,0.192729776472211,NA,"Pregnant/Lactating","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","M",NA,NA,NA,9.75,9,2.27726728500976,2.19722457733622,-0.0697307909961158,-0.0656033247132821,NA,"Sexually immature","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F",NA,NA,NA,21,13.75,3.04452243772342,2.62103882411258,0.0407273513071746,0.165609769455736,NA,"Sexually immature","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F",NA,NA,NA,15.5,8,2.7408400239252,2.07944154167984,0.0196174214569314,-0.0891249779004239,NA,"Sexually immature","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F",NA,NA,NA,12.75,8.5,2.54553127160443,2.14006616349627,-0.0554473478929981,0.0695579734354788,NA,"Sexually immature","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F",NA,NA,NA,10,9.5,2.30258509299405,2.2512917986065,-0.0648510802264141,-0.0548059257464051,NA,"Sexually immature","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F",NA,NA,NA,14,7,2.63905732961526,1.94591014905531,-0.0374212963167184,0.030784389358387,NA,"Sexually immature","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","M",NA,NA,NA,12,12,2.484906649788,2.484906649788,-0.0297107369238546,-0.00815228434351194,NA,"Sexually immature","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F",NA,NA,NA,20,11,2.99573227355399,2.39789527279837,0.0313236189737584,0.121047280505524,NA,"Sexually immature","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Adult","F","Pregnant",NA,NA,15.25,9,2.72457950305342,2.19722457733622,0.0164833966287069,-0.0656033247132821,NA,"Pregnant/Lactating","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F",NA,NA,NA,14.5,6.5,2.67414864942653,1.87180217690159,-0.0306578556858251,0.0159847876187308,NA,"Sexually immature","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","M",NA,NA,NA,10.75,11.5,2.37490575457367,2.4423470353692,-0.0509121202895574,-0.0166515770010547,NA,"Sexually immature","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F",NA,NA,NA,16.75,5,2.81839825827108,1.6094379124341,-0.0028554341554634,-0.0364102046067,NA,"Sexually immature","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","M",NA,NA,NA,6.75,8.5,1.90954250488444,2.14006616349627,-0.140605432709851,-0.0770180448347152,NA,"Sexually immature","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","M",NA,NA,NA,12,11,2.484906649788,2.39789527279837,-0.067132033240573,0.121047280505524,NA,"Sexually immature","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F",NA,NA,NA,20.5,12,3.02042488614436,2.484906649788,0.0735041269751564,-0.00815228434351194,NA,"Sexually immature","2016"
"37 Hospital","2016-06-28 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Adult","F","Pregnant",NA,NA,13.5,8,2.60268968544438,2.07944154167984,-0.0444307335096781,0.0574510403697702,NA,"Pregnant/Lactating","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F",NA,NA,NA,16.25,8.75,2.78809290877575,2.16905370036952,0.0287248612182155,-0.0712291399615951,NA,"Sexually immature","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","M",NA,NA,NA,18.25,14.5,2.9041650800285,2.67414864942653,0.0136751155695557,0.176215973353459,NA,"Sexually immature","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Adult","F","Pregnant",NA,NA,14.75,5,2.69124308278583,1.6094379124341,0.010058192317812,-0.182986222876894,NA,"Pregnant/Lactating","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Subadult","M",NA,NA,NA,21.75,14.75,3.07961375753469,2.69124308278583,0.0474907919380678,0.179629786986869,NA,"Sexually immature","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Adult","F","Pregnant",NA,NA,12.75,14,2.54553127160443,2.63905732961526,-0.0180260515762797,0.0226321050148751,NA,"Pregnant/Lactating","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","M",NA,NA,NA,33,12.75,3.49650756146648,2.54553127160443,0.127842186740104,0.150530666992391,NA,"Sexually immature","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Adult","M",NA,NA,NA,61.75,8.5,4.12309397550809,2.14006616349627,0.286030670905187,-0.0770180448347152,NA,"M","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Subadult","M",NA,NA,NA,14,9.5,2.63905732961526,2.2512917986065,-0.0374212963167184,0.091770092523789,NA,"Sexually immature","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","M",NA,NA,NA,12.5,11.75,2.52572864430826,2.46385324059017,-0.0218427759050808,-0.0123567182570944,NA,"Sexually immature","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Adult","F",NA,NA,NA,13.25,7.25,2.58399755243223,1.98100146886658,-0.0480334230799875,0.0377922394267771,NA,NA,"2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","M",NA,NA,NA,33.5,15.5,3.51154543883102,2.7408400239252,0.168161857678146,0.0429584382823907,NA,"Sexually immature","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Adult","F","Pregnant",NA,NA,10.75,16.5,2.37490575457367,2.80336038090653,-0.0883334166062758,0.202019974062436,NA,"Pregnant/Lactating","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","M",NA,NA,NA,80.25,10,4.38514676201012,2.30258509299405,0.336538274301098,-0.0445624889502119,NA,"Sexually immature","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Adult","F","Pregnant",NA,NA,44.5,16,3.7954891891722,2.77258872223978,0.185467391479938,0.195874774296452,NA,"Pregnant/Lactating","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Adult","M",NA,NA,NA,20.5,16,3.02042488614436,2.77258872223978,0.0735041269751564,0.0492987560262582,NA,"M","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F",NA,NA,NA,29,11,3.36729582998647,2.39789527279837,0.102938139831066,0.121047280505524,NA,"Sexually immature","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","M",NA,NA,NA,24,15.5,3.17805383034795,2.7408400239252,0.103885258593036,0.0429584382823907,NA,"Sexually immature","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F",NA,NA,NA,54.5,24,3.9982007016692,3.17805383034795,0.22453765977836,0.276847467853364,NA,"Sexually immature","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Adult","F",NA,NA,NA,26.75,16.75,3.28653447334202,2.81839825827108,0.124793631160314,0.0584470685416147,NA,NA,"2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Subadult","M",NA,NA,NA,18.75,14,2.93119375241642,2.63905732961526,0.0188845754020936,0.169208123285069,NA,"Sexually immature","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Subadult","M",NA,NA,NA,19.75,7.5,2.98315349134713,2.01490302054226,0.0663205024407295,-0.102013529319982,NA,"Sexually immature","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F",NA,NA,NA,28,13.5,3.3322045101752,2.60268968544438,0.0961746992001726,0.161945387113824,NA,"Sexually immature","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Adult","F","Pregnant",NA,NA,24,12.75,3.17805383034795,2.54553127160443,0.103885258593036,0.00395464872219662,NA,"Pregnant/Lactating","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","M",NA,NA,NA,17.25,16,2.84781214347737,2.77258872223978,0.00281374749363442,0.195874774296452,NA,"Sexually immature","2016"
"37 Hospital","2016-06-29 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","M",NA,NA,NA,23.5,15.5,3.15700042115011,2.7408400239252,0.0998274607115869,0.0429584382823907,NA,"Sexually immature","2016"
"37 Hospital","2016-07-03 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","M",NA,95,NA,45.5,25.5,3.8177123259569,3.23867845216438,0.189750640644802,0.288954400919073,NA,"Sexually immature","2016"
"37 Hospital","2016-07-03 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Adult","M",NA,110,NA,19.75,19.5,2.98315349134713,2.9704144655697,0.0663205024407295,0.0888051968321308,NA,"M","2016"
"37 Hospital","2016-07-03 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Adult","F","Pregnant",90,NA,28,18.75,3.3322045101752,2.93119375241642,0.0961746992001726,0.227548711827106,NA,"Pregnant/Lactating","2016"
"37 Hospital","2016-07-03 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F","Pregnant",60,NA,24.5,14.75,3.19867311755068,2.69124308278583,0.107859384547748,0.033053768716675,NA,"Sexually immature","2016"
"37 Hospital","2016-07-03 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F","Pregnant",55,NA,50.5,19,3.92197333628131,2.94443897916644,0.209845728468191,0.230193826450471,NA,"Sexually immature","2016"
"37 Hospital","2016-07-03 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile",NA,"Pregnant",55,NA,178,8.5,5.18178355029209,2.14006616349627,0.490080678830438,-0.0770180448347152,NA,"Sexually immature","2016"
"37 Hospital","2016-07-03 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","M",NA,65,NA,36,16.75,3.58351893845611,2.81839825827108,0.144612609900211,0.205023086811809,NA,"Sexually immature","2016"
"37 Hospital","2016-07-03 23:00:00","2018-03-21 00:00:00","Epomophorus gambianus","Juvenile","F",NA,55,NA,78.75,10.75,4.36627827770574,2.37490575457367,0.33290159508601,-0.0301198189132183,NA,"Sexually immature","2016"
"Accra Zoo","2012-01-31 00:00:00","2017-09-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,21,12,3.04452243772342,2.484906649788,0.0729778576477539,0.101764707861572,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-09-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,26,6.25,3.25809653802148,1.83258146374831,0.10767026758827,-0.0247257286577688,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-09-03","Eidolon helvum","Juvenile","M","No reproductive status",NA,NA,27,11,3.29583686600433,2.39789527279837,0.113800706287734,0.0848925905600985,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-09-03","Eidolon helvum","Juvenile","F","No reproductive status",NA,NA,15,10,2.70805020110221,2.30258509299405,0.018322200664183,0.0664112770891629,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-09-03","Eidolon helvum","Juvenile","F","No reproductive status",NA,NA,18,10,2.89037175789616,2.30258509299405,0.0479380303947622,0.0664112770891629,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-09-03","Eidolon helvum","Subadult","M","No reproductive status",NA,NA,18.5,6.75,2.91777073208428,1.90954250488444,0.0523886470339387,-0.00980244208747297,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-09-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,16,7.25,2.77258872223978,1.98100146886658,0.0288056667264751,0.00405395306752167,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-09-03","Eidolon helvum","Juvenile","F","No reproductive status",NA,NA,24,10.25,3.17805383034795,2.32727770558442,0.0946683426194471,0.0711993481497351,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-09-03","Eidolon helvum","Juvenile","M","No reproductive status",NA,NA,11.5,9.25,2.4423470353692,2.22462355152433,-0.0248379162939973,0.0512939864751155,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-09-03","Eidolon helvum","Subadult","M","No reproductive status",NA,NA,15,7.5,2.70805020110221,2.01490302054226,0.018322200664183,0.0106277021146403,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-09-03","Eidolon helvum","Subadult","M","No reproductive status",NA,NA,16.75,6,2.81839825827108,1.79175946922805,0.0362468461623927,-0.0326414001923997,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-09-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,12,9,2.484906649788,2.19722457733622,-0.0179246454982097,0.0459811328870495,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-09-03","Eidolon helvum","Subadult","M","No reproductive status",NA,NA,21.5,7.25,3.06805293513362,1.98100146886658,0.0768000891876243,0.00405395306752167,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-09-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,29.25,9.25,3.37587957367787,2.22462355152433,0.126802631256557,0.0512939864751155,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Juvenile","M","No reproductive status",NA,NA,16,8.25,2.77258872223978,2.11021320034659,-0.0425098150482464,0.0116421173976855,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Juvenile","F","No reproductive status",NA,NA,16.5,8,2.80336038090653,2.07944154167984,-0.0372317414287924,0.00591202755148053,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Juvenile","F","No reproductive status",NA,NA,44,8.5,3.78418963391826,2.14006616349627,0.131003876337996,0.0172011339874522,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,44,17.75,3.78418963391826,2.87638551592142,0.131003876337996,0.154313536363542,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Juvenile","F","No reproductive status",NA,NA,18.25,11.5,2.9041650800285,2.4423470353692,-0.0199413305050713,0.073489830459069,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,43,11,3.76120011569356,2.39789527279837,0.127060625472652,0.0652123243255356,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","No reproductive status",NA,NA,27.25,11,3.30505352110925,2.39789527279837,0.0488206016392779,0.0652123243255356,NA,"Unknown","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,29.25,11.5,3.37587957367787,2.4423470353692,0.0609689594408789,0.073489830459069,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Juvenile","M","No reproductive status",NA,NA,19.5,7.5,2.9704144655697,2.01490302054226,-0.0085779802899644,-0.00610589870541751,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Juvenile","F","No reproductive status",NA,NA,12.5,10.5,2.52572864430826,2.35137525716348,-0.0848522080644049,0.0565496821156504,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,24.5,11.25,3.19867311755068,2.42036812865043,0.0305738243780959,0.069397067323229,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,31,6,3.43398720448515,1.79175946922805,0.070935804471051,-0.0476581793763694,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Juvenile","F","No reproductive status",NA,NA,18.5,10.25,2.91777073208428,2.32727770558442,-0.0176076365703774,0.0520623992844925,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Juvenile","F","No reproductive status",NA,NA,27.75,9,3.32323584019244,2.19722457733622,0.0519393031604659,0.0278447866522771,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum",NA,NA,"No reproductive status",NA,NA,22.25,8,3.10234200861225,2.07944154167984,0.01405074090291,0.00591202755148053,NA,NA,"2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Juvenile","F","No reproductive status",NA,NA,23.75,9,3.16758253048065,2.19722457733622,0.0252410469284043,0.0278447866522771,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,22.25,8.25,3.10234200861225,2.11021320034659,0.01405074090291,0.0116421173976855,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","No reproductive status",NA,NA,22.75,7.75,3.12456514539696,2.04769284336526,0.0178625390667713,0,NA,"Unknown","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,30,14.75,3.40119738166216,2.69124308278583,0.0653115675489254,0.119837566520611,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum",NA,NA,"No reproductive status",NA,NA,30.25,9.25,3.40949618447685,2.22462355152433,0.0667350102266066,0.0329468380396263,NA,NA,"2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Juvenile","F","No reproductive status",NA,NA,111.5,8.5,4.71402459090017,2.14006616349627,0.290492755700708,0.0172011339874522,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,20,8.25,2.99573227355399,2.11021320034659,-0.00423537218191787,0.0116421173976855,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,21.5,10.5,3.06805293513362,2.35137525716348,0.00816934672383622,0.0565496821156504,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,37.5,14.25,3.62434093297637,2.65675690671466,0.103586010415254,0.113415784403505,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","No reproductive status",NA,NA,24.5,13.5,3.19867311755068,2.60268968544438,0.0305738243780959,0.103347752680924,NA,"Unknown","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,960.75,14,6.86771422944495,2.63905732961526,0.659901911989586,0.1101198890435,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,96.25,13.75,4.56694897316789,2.62103882411258,0.265265778291903,0.106764604996488,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,17.5,5.25,2.86220088092947,1.65822807660353,-0.0271391918431545,-0.072523490840846,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,25.5,11,3.23867845216438,2.39789527279837,0.0374356937218543,0.0652123243255356,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,22.5,8,3.11351530921037,2.07944154167984,0.015967228530953,0.00591202755148053,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Juvenile","M","No reproductive status",NA,NA,25.5,11,3.23867845216438,2.39789527279837,0.0374356937218543,0.0652123243255356,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,29.5,10.75,3.38439026334577,2.37490575457367,0.062428745769137,0.060931371960403,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,15.5,10.5,2.7408400239252,2.35137525716348,-0.0479554742777647,0.0565496821156504,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,14.5,7.75,2.67414864942653,2.04769284336526,-0.0593946361441637,0,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Juvenile","M","No reproductive status",NA,NA,25.5,12,3.23867845216438,2.484906649788,0.0374356937218543,0.0814149935801271,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,22.25,7.25,3.10234200861225,1.98100146886658,0.01405074090291,-0.0124188160275278,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","M","No reproductive status",NA,NA,21.5,8.5,3.06805293513362,2.14006616349627,0.00816934672383622,0.0172011339874522,NA,"M","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","No reproductive status",NA,NA,33,9,3.49650756146648,2.19722457733622,0.0816595373200233,0.0278447866522771,NA,"Unknown","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,31.25,12.25,3.44201937618241,2.50552593699074,0.0723135135507394,0.0852545775790239,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Juvenile","F","No reproductive status",NA,NA,33.75,9.5,3.51898041731854,2.2512917986065,0.0855141682617963,0.0379128183748586,NA,"Sexually immature","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","No reproductive status",NA,NA,81.25,14.5,4.39753082120985,2.67414864942653,0.236206523209481,0.116654356928969,NA,"Unknown","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,33.5,12.25,3.51154543883102,2.50552593699074,0.0842388920655679,0.0852545775790239,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","No reproductive status",NA,NA,22.5,12.5,3.11351530921037,2.52572864430826,0.015967228530953,0.0890165888933845,NA,"Unknown","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,24.75,8,3.2088254890147,2.07944154167984,0.032315198302051,0.00591202755148053,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,25.75,13.5,3.24843462710975,2.60268968544438,0.0391091104903025,0.103347752680924,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum",NA,NA,"No reproductive status",NA,NA,29.25,10,3.37587957367787,2.30258509299405,0.0609689594408789,0.0474643082224325,NA,NA,"2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","No reproductive status",NA,NA,79.5,9,4.37575702166029,2.19722457733622,0.23247179710185,0.0278447866522771,NA,"Unknown","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,22,8,3.09104245335832,2.07944154167984,0.0121125975891801,0.00591202755148053,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,37,8.25,3.61091791264422,2.11021320034659,0.101283642178438,0.0116421173976855,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum","Adult","F","Pregnant",NA,NA,27.25,10.25,3.30505352110925,2.32727770558442,0.0488206016392779,0.0520623992844925,NA,"Pregnant/Lactating","2012"
"Accra Zoo","2012-01-31 00:00:00","2017-10-03","Eidolon helvum",NA,NA,"No reproductive status",NA,NA,40.75,11,3.70745583968687,2.39789527279837,0.117842199892816,0.0652123243255356,NA,NA,"2012"
