"Bat ID","Last 4 digits","Site","Sampling Date","Luminex Date","Species","Age","Sex","Repro Status","Weight (g)","Forearm (mm)","EBOV","MARV","logEBOV","logMARV","logEBOVrs","logMARVrs"
"A159","6826","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","A","F","NRS",NA,NA,11.25,6,2.42036812865043,1.79175946922805,0.0226523201953821,-0.0798918663418198
"A160","3240","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","A","F","NRS",NA,NA,10.25,10.5,2.32727770558442,2.35137525716348,0.00474894337491376,0.0303734779219884
"A163","2317","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","A","F","NRS",NA,NA,11,4.25,2.39789527279837,1.44691898293633,0.0183302858410408,-0.147838403513935
"A164","7128","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","A","F","NRS",NA,NA,15,4.25,2.70805020110221,1.44691898293633,0.0779800368171576,-0.147838403513935
"A170","6929","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","SA","M","NRS",NA,NA,13.5,9.5,2.60268968544438,2.2512917986065,0.0577168459142297,0.010653274791887
"A172",NA,"Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","A","F","NRS",NA,NA,23,10.5,3.13549421592915,2.35137525716348,0.160187110488677,0.0303734779219884
"A173","8308","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","SA","F","NRS",NA,NA,11.5,6,2.4423470353692,1.79175946922805,0.0268793570497438,-0.0798918663418198
"A174","9231","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","SA","F","NRS",NA,NA,11.5,10.75,2.4423470353692,2.37490575457367,0.0268793570497438,0.0350098703425916
"A176","3647","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","SA","F","NRS",NA,NA,11.5,6.5,2.4423470353692,1.87180217690159,0.0268793570497438,-0.0641204443989344
"A185","9846","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","A","F","NRS",NA,NA,14,9.25,2.63905732961526,2.22462355152433,0.0647111597890541,0.00539862774864433
"A188","6553","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","A","F","NRS",NA,NA,12.5,8,2.52572864430826,2.07944154167984,0.04291551109831,-0.0232076850851575
"A189","8793","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","A","M","NRS",NA,NA,21.5,7.5,3.06805293513362,2.01490302054226,0.147216639160158,-0.0359241995311948
"A192","9051","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum",NA,NA,"NRS",NA,NA,14.5,9.5,2.67414864942653,2.2512917986065,0.0714600078554469,0.010653274791887
"A193","1777","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","A","M","NRS",NA,NA,77.5,5.5,4.3502779363593,1.70474809223843,0.393817273355259,-0.0970363780683844
"A195","982","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","A","M","NRS",NA,NA,13.75,6.75,2.62103882411258,1.90954250488444,0.0612457969393507,-0.0566841812566624
"A196","174","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","A","M","NRS",NA,NA,18,5.75,2.89037175789616,1.74919985480926,0.113044562536005,-0.0882777100524426
"B119","4099","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","SA","F","NRS",NA,NA,12.75,4.5,2.54553127160443,1.50407739677627,0.0467240005953164,-0.136576047598482
"B158","B158","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum",NA,NA,"NRS",NA,NA,12,5,2.484906649788,1.6094379124341,0.0350645257188476,-0.115816065873015
"D040","8106","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","A","M","NRS",NA,NA,17,10.75,2.83321334405622,2.37490575457367,0.102051717217092,0.0350098703425916
"D093","4438","Accra Zoo",2012-06-19 00:00:00,"2017-08-03","E. helvum","A","F","NRS",NA,NA,15.5,8,2.7408400239252,2.07944154167984,0.0842862553790832,-0.0232076850851575
"958…0669","669","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SIM","F",NA,NA,NA,20,7.25,2.99573227355399,1.98100146886658,0.0940945222507129,0.103771824934374
"958…0778","778","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,12.75,11.5,2.54553127160443,2.4423470353692,-0.0379765494046199,0.143638432163232
"958…0949","949","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,16,9.25,2.77258872223978,2.22462355152433,0.0589736016190023,0.146282008152961
"598...1037","1037","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","F",NA,NA,NA,16,11.25,2.77258872223978,2.42036812865043,0,0.13961223732831
"958…0174","174","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,13.5,4.25,2.60268968544438,1.44691898293633,0.032232920333111,0.0105785311120367
"958…1492","1492","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","J","M",NA,NA,NA,17,6.25,2.83321334405622,1.83258146374831,0.0101397859401044,0.0319388364378384
"958…1534","1534","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum",NA,NA,NA,NA,NA,22,10.5,3.09104245335832,2.35137525716348,0.109095543972323,0.16839920775657
"958…1879","1879","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","J",NA,NA,NA,NA,20.5,9.5,3.02042488614436,2.2512917986065,0.0414518981713109,0.108640075908245
"958…2183","2183","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","J",NA,NA,NA,NA,18,5,2.89037175789616,1.6094379124341,0.0775116620858492,0.0389368367059701
"958…3072","3072","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,23,8,3.13549421592915,2.07944154167984,0.0606978470503308,0.0771597741047393
"958…3428","3428","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","F",NA,NA,NA,16.5,8.75,2.80336038090653,2.16905370036952,0.0638168022195851,0.136585495717595
"A071","3528","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,22.5,9.5,3.11351530921037,2.2512917986065,0.0570217596348793,0.108640075908245
"958…3603","3603","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SIM","M",NA,NA,NA,25,8.5,3.2188758248682,2.14006616349627,0.129215442882423,0.131527393060832
"4146","4146","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","F",NA,NA,NA,17.5,7.5,2.86220088092947,2.01490302054226,0.0149881035051302,0.0653373179752164
"958…4473","4473","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","J",NA,NA,NA,NA,23.75,5.75,3.16758253048065,1.74919985480926,0.121142309195546,0.0633242227447807
"958…4803","4803","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,26.75,8.25,3.28653447334202,2.11021320034659,0.085960122221993,0.0827966647277035
"958…5368","5368","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","J","M",NA,NA,NA,17.25,9,2.84781214347737,2.19722457733622,0.0708131362655176,0.14150109748989
"958…5961","5961","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","F",NA,NA,NA,18.25,6,2.9041650800285,1.79175946922805,0.0220068358825544,0.0244608801595005
"958…6479","6479","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,20.5,9.25,3.02042488614436,2.22462355152433,0.0979809320612069,0.146282008152961
"958…6544","6544","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","F",NA,NA,NA,27.5,8,3.31418600467253,2.07944154167984,0.0905849858534137,0.0771597741047393
"958…6698","6698","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,21,5.75,3.04452243772342,1.74919985480926,0.101773684266871,0.0633242227447807
"958…7531","7531","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","J",NA,NA,NA,NA,17.5,5.25,2.86220088092947,1.65822807660353,0.0149881035051302,0
"958…7610","7610","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum",NA,NA,NA,NA,NA,16.75,11.5,2.81839825827108,2.4423470353692,0.0661836378026835,0.184273084693576
"958…7745","7745","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,30.25,4.75,3.40949618447685,1.55814461804655,0.106526113272814,-0.0183337373900877
"7817","7817","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum",NA,NA,NA,NA,NA,22.5,7.25,3.11351530921037,1.98100146886658,0.11263258271756,0.103771824934374
"958…7828","7828","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","M",NA,NA,NA,14.5,8.25,2.67414864942653,2.11021320034659,-0.0164646184396334,0.0827966647277035
"A114","8029","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,20,10,2.99573227355399,2.30258509299405,0.0940945222507129,0.159885698654765
"B119","4099","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","F",NA,NA,NA,15,7,2.70805020110221,1.94591014905531,-0.0107944061277174,0.0526988939452388
"958…8229","8229","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,18,10.75,2.89037175789616,2.37490575457367,0.0775116620858492,0.172505098918896
"958…8615","8615","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum",NA,NA,NA,NA,NA,21.5,8.75,3.06805293513362,2.16905370036952,0.0494179391465129,0.0935753317609547
"958…8793","8793","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,21.5,11.75,3.06805293513362,2.46385324059017,0.105477186909457,0.188025752408694
"9001","9001","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum",NA,NA,NA,NA,NA,686.5,9,6.53160622520803,2.19722457733622,0.628715391258259,0.0987357995125945
"958…9186","9186","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","F",NA,NA,NA,16,9,2.77258872223978,2.19722457733622,0.0589736016190023,0.14150109748989
"958…9464","9464","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","J",NA,NA,NA,NA,19,9,2.94443897916644,2.19722457733622,0.0287428567268338,0.0987357995125945
"9474","9474","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum",NA,NA,NA,NA,NA,21.75,7.25,3.07961375753469,1.98100146886658,0.107296763247622,0.103771824934374
"958…9675","9675","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,13,5.25,2.56494935746154,1.65822807660353,-0.0347287727083172,0
"A001","7739","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,284,9.75,5.64897423816121,2.27726728500976,0.511692520968947,0.155467935517845
"A012",NA,"Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SIM",NA,NA,NA,NA,19,7,2.94443897916644,1.94591014905531,0.0287428567268338,0.0526988939452388
"A013",NA,"Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","J",NA,NA,NA,NA,26.25,6,3.26766598903763,1.79175946922805,0.136894604898582,0.070750548744945
"A014",NA,"Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","J",NA,NA,NA,NA,17.75,4.5,2.87638551592142,1.50407739677627,0.0173605580977947,-0.0282380137857383
"A015",NA,"Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","J",NA,NA,NA,NA,16.5,7.5,2.80336038090653,2.01490302054226,0.0638168022195851,0.109687385450915
"A016",NA,"Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum",NA,NA,NA,NA,NA,19.5,7.25,2.9704144655697,1.98100146886658,0.0330873930542795,0.0591270794952527
"A017",NA,"Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SIM","M",NA,NA,NA,25.75,5,3.24843462710975,1.6094379124341,0.133867750069342,0.0389368367059701
"A018",NA,"Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","J",NA,NA,NA,NA,16.25,5.25,2.78809290877575,1.65822807660353,0.00259315650868966,0
"A057","4829","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","F",NA,NA,NA,16.5,7.75,2.80336038090653,2.04769284336526,0.0638168022195851,0.115408957817032
"A058","5349","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","M",NA,NA,NA,14,3.75,2.63905732961526,1.32175583998232,-0.0223338257118768,-0.0616364953231163
"A059","7628","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,17,6.75,2.83321334405622,1.90954250488444,0.0685154078625731,0.09130278428604
"A060","3940","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,22,6.25,3.09104245335832,1.83258146374831,0.109095543972323,0.0778736734119403
"A062","7615","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum",NA,NA,NA,NA,NA,11.5,7.75,2.4423470353692,2.04769284336526,-0.0552346540569902,0.0713439049714276
"A064","3282","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,12.25,4,2.50552593699074,1.38629436111989,0.0169401624755698,0
"A066","7034","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","F",NA,NA,NA,14,4.5,2.63905732961526,1.50407739677627,-0.0223338257118768,-0.0282380137857383
"A067","691","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,18,6.25,2.89037175789616,1.83258146374831,0.0775116620858492,0.0778736734119403
"A070","8509","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,13.5,9,2.60268968544438,2.19722457733622,0.032232920333111,0.14150109748989
"A072","6510","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,15.25,10.5,2.72457950305342,2.35137525716348,-0.00802979368968669,0.126973813298333
"A073","3913","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum",NA,NA,NA,NA,NA,21,11.5,3.04452243772342,2.4423470353692,0.101773684266871,0.184273084693576
"A075","7193","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,33.5,6.5,3.51154543883102,1.87180217690159,0.123594386253249,0.0391234628043904
"A076","4509","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,16.5,11,2.80336038090653,2.39789527279837,0.0638168022195851,0.176516593366269
"A077","5151","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,21.5,10.75,3.06805293513362,2.37490575457367,0.0494179391465129,0.131284235483943
"A080","890","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","F",NA,NA,NA,15.5,7.75,2.7408400239252,2.04769284336526,0.053976623184719,0.115408957817032
"A083","2966","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,19,8.75,2.94443897916644,2.16905370036952,0.0287428567268338,0.0935753317609547
"A084","5868","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,23,11.25,3.13549421592915,2.42036812865043,0.116091878018256,0.18043793419586
"A085","3261","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,19,7.75,2.94443897916644,2.04769284336526,0.0287428567268338,0.0713439049714276
"A086","3904","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,15.5,2.5,2.7408400239252,0.916290731874155,0.053976623184719,-0.0820120252428248
"A087","9238","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,16.5,6.75,2.80336038090653,1.90954250488444,0.00514672129168245,0.0460369055673556
"A091","5113","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,14.5,6.25,2.67414864942653,1.83258146374831,-0.0164646184396334,0.0319388364378384
"A092","832","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,45,6.75,3.80666248977032,1.90954250488444,0.221728126689883,0.09130278428604
"A111","1385","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,36,9.75,3.58351893845611,2.27726728500976,0.186607206058173,0.155467935517845
"A121","5886","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,27,7,3.29583686600433,1.94591014905531,0.0875159961804692,0.0526988939452388
"A123","5678","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,18.75,6.25,2.93119375241642,1.83258146374831,0.0839367011296852,0.0778736734119403
"A126","8009","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,20.5,9.5,3.02042488614436,2.2512917986065,0.0414518981713109,0.108640075908245
"A130","3767","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,18.75,13.5,2.93119375241642,2.60268968544438,0.0839367011296852,0.212251646234835
"A131","1760","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,16,2.5,2.77258872223978,0.916290731874155,0,-0.13591141467621
"A141","5574","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,19.5,9,2.9704144655697,2.19722457733622,0.0901097119366874,0.14150109748989
"A144","3800","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,18.25,8.5,2.9041650800285,2.14006616349627,0.0220068358825544,0.0882652645802016
"A146","4192","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,39.5,12.25,3.67630067190708,2.50552593699074,0.201210271562026,0.195297318023251
"A147","2857","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,18.75,7.5,2.93119375241642,2.01490302054226,0.0265275230892895,0.0653373179752164
"A148","5873","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,14,8,2.63905732961526,2.07944154167984,0.037956882047286,0.120948861948795
"A152","3900","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,19,5.75,2.94443897916644,1.74919985480926,0.0287428567268338,0.0166646188648997
"A153","8869","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,24,12,3.17805383034795,2.484906649788,0.122790403838587,0.19169941069374
"A155","3250","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,52.5,9.75,3.96081316959758,2.27726728500976,0.198736770375048,0.113398382157484
"A159","6826","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,10.5,8,2.35137525716348,2.07944154167984,-0.00732185970545217,0.120948861948795
"A160","3240","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,10.5,5.5,2.35137525716348,1.70474809223843,-0.0704501610566011,0.0085217453746096
"A163","2317","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,9.5,11.5,2.2512917986065,2.4423470353692,-0.0230741554084875,0.184273084693576
"A164","7128","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","F",NA,NA,NA,14.5,5,2.67414864942653,1.6094379124341,-0.0164646184396334,-0.00893760137787752
"A170","6929","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,19,5.5,2.94443897916644,1.70474809223843,0.0860213885638358,0.0555677314174739
"A171","4569","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","M",NA,NA,NA,12.5,10.75,2.52572864430826,2.37490575457367,-0.0412886426733072,0.131284235483943
"A172",NA,"Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","F",NA,NA,NA,26,6.25,3.25809653802148,1.83258146374831,0.135388453689426,0.0778736734119403
"A173","8308","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","F",NA,NA,NA,11.25,7.25,2.42036812865043,1.98100146886658,-0.0589107414724417,0.0591270794952527
"A174","9231","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","F",NA,NA,NA,12,1.25,2.484906649788,0.22314355131421,0.0136948598662642,-0.20296088719162
"A176","3647","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","SA","F",NA,NA,NA,28.25,3.25,3.34109345759245,1.17865499634165,0.0950853984684002,-0.0878503504939423
"A184",NA,"Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","J",NA,NA,NA,NA,16.5,5.75,2.80336038090653,1.74919985480926,0.0638168022195851,0.0633242227447807
"A185",NA,"Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","J",NA,NA,NA,NA,10.25,6.5,2.32727770558442,1.87180217690159,-0.0744806029360102,0.0391234628043904
"A186",NA,"Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,20.5,4.5,3.02042488614436,1.50407739677627,0.0979809320612069,0.020552235541095
"A188","6353","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,13,6,2.56494935746154,1.79175946922805,-0.0347287727083172,0.0244608801595005
"A195","982","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,16,11.75,2.77258872223978,2.46385324059017,0,0.147578035414992
"958…3158","3158","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","J","M",NA,NA,NA,13.75,4.25,2.62103882411258,1.44691898293633,0.0351209206317105,0.0105785311120367
"D040","8106","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","M",NA,NA,NA,11.5,2,2.4423470353692,0.693147180559945,-0.0552346540569902,-0.176787852491926
"D093","4438","Accra Zoo",2012-09-11 00:00:00,"2017-09-03","E. helvum","A","F",NA,NA,NA,21.25,3.75,3.05635689537043,1.32175583998232,0.103636328494284,-0.0112614764978798
"7628","7628","Accra Zoo",2013-06-05 00:00:00,"2017-09-03","E. helvum","A","F","L","295","118.4",25.25,7.5,3.22882615572137,2.01490302054226,0.126678146389118,-0.0128109458146493
NA,NA,"Accra Zoo",2013-06-05 00:00:00,"2017-09-03","E. helvum","A","M","NRS","275","121",20,5.5,2.99573227355399,1.70474809223843,0.0898179356670918,-0.074376936336453
"958 7531","7531","Accra Zoo",2013-06-05 00:00:00,"2017-09-03","E. helvum","SA","M","NRS","184","116.4",15.25,8.25,2.72457950305342,2.11021320034659,0.0469392973880514,0.00610819778417844
NA,NA,"Accra Zoo",2013-06-05 00:00:00,"2017-09-03","E. helvum","A","M",NA,"215","111.4",53.25,11.25,3.97499780458953,2.42036812865043,0.244673710907335,0.0676741883059822
"958 3767","3767","Accra Zoo",2013-06-05 00:00:00,"2017-08-03","E. helvum","A","M","NRS","250","120.5",13.75,8,2.62103882411258,2.07944154167984,-0.0167261846743064,0.0748402159012838
"958 2905","2905","Accra Zoo",2013-06-05 00:00:00,"2017-08-03","E. helvum","A","F","L","290","120.5",19,5.5,2.94443897916644,1.70474809223843,0.0506369496757888,0.00808608704134669
"958 4194","4194","Accra Zoo",2013-06-05 00:00:00,"2017-09-03","E. helvum","A","F","L","235","116.9",56,13.25,4.02535169073515,2.58399755243223,0.252636403178544,0.10015475409525
"958 8106","8106","Accra Zoo",2013-06-05 00:00:00,"2017-09-03","E. helvum","A","M","NRS","201","121.8",22,6,3.09104245335832,1.79175946922805,0.104889774013407,-0.0571051114445243
"956 1455","1455","Accra Zoo",2013-06-05 00:00:00,"2017-08-03","E. helvum","JUV","F","NRS","115","96.6",20.5,8.75,3.02042488614436,2.16905370036952,0.066464551426985,0.0908052176847589
"982","982","Accra Zoo",2013-06-05 00:00:00,"2017-08-03","E. helvum","A","M","NRS","220","118",16.5,7,2.80336038090653,1.94591014905531,0.0212507653465872,0.0510507106313283
"1711","1711","Accra Zoo",2013-06-05 00:00:00,"2017-08-03","E. helvum","SA","M","NRS","285","113.4",15.5,7,2.7408400239252,1.94591014905531,0.00822799111121891,0.0510507106313283
"5151","5151","Accra Zoo",2013-06-05 00:00:00,"2017-09-03","E. helvum","A","M","NRS","220","114.5",23,10.75,3.13549421592915,2.37490575457367,0.11191913626046,0.0586498722752325
"7615","7615","Accra Zoo",2013-06-05 00:00:00,"2017-09-03","E. helvum","A","M","NRS","195","107.5",11,7.5,2.39789527279837,2.01490302054226,-0.00472078675828981,-0.0128109458146493
"7193","7193","Accra Zoo",2013-06-05 00:00:00,"2017-09-03","E. helvum","A","F","L","380","120.5",66,5,4.18965474202643,1.6094379124341,0.278618402519562,-0.0932960799352808
"4569","4569","Accra Zoo",2013-06-05 00:00:00,"2017-09-03","E. helvum","A","M","NRS","220","121",16,5.75,2.77258872223978,1.74919985480926,0.0545312166583242,-0.065553227462698
"174","174","Accra Zoo",2013-06-05 00:00:00,"2017-08-03","E. helvum","A","M","NRS","225","118.6",11,5.5,2.39789527279837,1.70474809223843,-0.0632062150380304,0.00808608704134669
"2453","2453","Accra Zoo",2013-06-05 00:00:00,"2017-08-03","E. helvum","A","M","P","255","121.5",27.75,9.5,3.32323584019244,2.2512917986065,0.12953902638147,0.105456481578192
"1037","1037","Accra Zoo",2013-06-05 00:00:00,"2017-08-03","E. helvum","A","F","NRS","335","126.3",18.5,13.25,2.91777073208428,2.58399755243223,0.0450820459968528,0.164730223343455
"4509","4509","Accra Zoo",2013-06-05 00:00:00,"2017-09-03","E. helvum","A","F","NRS","120","129.1",22.25,4,3.10234200861225,1.38629436111989,0.106676624804394,-0.137590245565156
"5868","5868","Accra Zoo",2013-06-05 00:00:00,"2017-09-03","E. helvum","A","M","NRS","220","118.3",34.75,10,3.5481795720108,2.30258509299405,0.177178975110031,0.044294165629875
"1369","1369","Accra Zoo",2013-06-05 00:00:00,"2017-08-03","E. helvum","A","F","NRS","255","121.9",15.5,7.25,2.7408400239252,1.98100146886658,0.00822799111121891,0.0573024625315523
"3940","3940","Accra Zoo",2013-06-05 00:00:00,"2017-08-03","E. helvum","A","F","P","265","120",39,8.25,3.66356164612965,2.11021320034659,0.200427715301036,0.0803223914528895
"5349","5349","Accra Zoo",2013-06-05 00:00:00,"2017-09-03","E. helvum","A","M","NRS","220","115.6",14.25,7.5,2.65675690671466,2.01490302054226,0.0362141974003713,-0.0128109458146493
"2317","2317","Accra Zoo",2013-06-05 00:00:00,"2017-08-03","E. helvum","A","M","NRS","325","121.5",15.5,6,2.7408400239252,1.79175946922805,0.00822799111121891,0.0235877422757933
"4741","4741","Accra Zoo",2013-06-05 00:00:00,"2017-09-03","E. helvum","A","M","NRS","230","122.5",16.5,7.25,2.80336038090653,1.98100146886658,0.0593972809761699,-0.0195404297553164
"3428","3428","Accra Zoo",2013-06-05 00:00:00,"2017-08-03","E. helvum","A","M","NRS","260","118",12.75,9,2.54553127160443,2.19722457733622,-0.0324541468430504,0.0958240466873362
